Z      N      A      Binding_Energy_(MeV)    beta2_total    Q20_total (b)  beta3_total    fileID    Convergence    
100    126    226    -1656.016614            0.494899       50.581547      0.0            910       YES            
100    128    228    -1670.583089            -0.444211      -47.103461     0.0            911       YES            
100    168    268    -1954.609316            0.310162       40.021059      0.0            918       YES            
100    184    284    -2021.465869            -0.003909      -0.556976      0.0            920       YES            
100    186    286    -2026.111294            -0.004352      -0.61489       0.0            924       YES            
100    188    288    -2029.699087            -0.009376      -1.320389      0.0            928       YES            
100    190    290    -2033.399179            0.343881       51.727338      0.0            933       YES            
100    192    292    -2038.887893            0.318717       48.182413      0.0            937       YES            
100    194    294    -2044.172037            0.223054       33.612933      0.0            941       YES            
100    196    296    -2049.616669            0.227403       34.74118       0.0            945       YES            
100    230    330    -2093.670793            0.227316       42.635317      0.0            949       YES            
100    232    332    -2093.628919            0.218564       41.41342       0.0            953       YES            
100    234    334    -2093.353761            0.207771       39.759922      0.0            957       YES            
100    236    336    -2092.897146            0.194879       37.656435      0.0            961       YES            
100    262    362    -2077.104206            0.444708       105.772804     0.0            965       YES            
100    264    364    -2074.879847            0.449464       108.336625     0.0            969       YES            
102    128    230    -1672.772252            0.487003       51.167955      0.0            974       YES            
102    184    286    -2038.281468            -0.004103      -0.587776      0.0            976       YES            
102    186    288    -2043.530003            -0.00458       -0.651512      0.0            980       YES            
102    188    290    -2047.735862            -0.010942      -1.551959      0.0            984       YES            
102    190    292    -2053.273969            0.361988       55.257214      0.0            989       YES            
102    192    294    -2059.395425            0.344737       53.016662      0.0            993       YES            
102    194    296    -2065.183558            0.326004       50.493595      0.0            997       YES            
102    232    334    -2124.999547            0.223787       42.688618      0.0            1001      YES            
102    234    336    -2125.069359            0.215734       41.573824      0.0            1005      YES            
102    236    338    -2124.915445            0.204164       39.733271      0.0            1009      YES            
102    260    362    -2115.784546            0.427628       100.326919     0.0            1013      YES            
102    262    364    -2113.987956            0.430109       102.154434     0.0            1017      YES            
102    264    366    -2112.060948            0.430987       103.577624     0.0            1021      YES            
104    170    274    -1988.919273            0.41689        57.437829      0.0            1026      YES            
104    184    288    -2053.806246            -0.004243      -0.611841      0.0            1028      YES            
104    186    290    -2059.666515            -0.004759      -0.681985      0.0            1032      YES            
104    188    292    -2064.778511            0.390294       59.818795      0.0            1038      YES            
104    190    294    -2071.700439            0.373826       57.757468      0.0            1041      YES            
104    198    302    -2096.545082            0.311382       49.704586      0.0            1045      YES            
104    234    338    -2155.382309            0.217764       42.2286        0.0            1049      YES            
104    260    364    -2151.19173             0.405187       94.864822      0.0            1053      YES            
104    262    366    -2149.736398            0.401826       95.037615      0.0            1057      YES            
104    264    368    -2148.187949            0.395082       94.301842      0.0            1061      YES            
106    164    270    -1964.099132            0.44041        59.439229      0.0            1066      YES            
106    186    292    -2074.235984            -0.004343      -0.629022      0.0            1067      YES            
106    188    294    -2080.9112              0.392763       60.8886        0.0            1074      YES            
106    198    304    -2115.390515            0.335718       54.363423      0.0            1077      YES            
106    200    306    -2121.302558            0.317124       51.723812      0.0            1081      YES            
106    262    368    -2184.472925            0.384352       90.92544       0.0            1085      YES            
106    264    370    -2183.322614            0.378942       90.491229      0.0            1089      YES            
108    158    266    -1934.581358            0.26029        32.621638      0.0            1093      YES            
108    164    272    -1970.685756            0.463723       63.854375      0.0            1098      YES            
108    170    278    -2007.481763            0.46494        66.457671      0.0            1102      YES            
108    188    296    -2095.25068             0.398612       62.552251      0.0            1106      YES            
108    196    304    -2125.924448            0.363594       59.254732      0.0            42        YES            
108    200    308    -2139.038951            0.338704       56.108249      0.0            62        YES            
108    262    370    -2217.682032            0.384386       91.347321      0.0            1109      YES            
108    264    372    -2216.890545            0.379768       91.10415       0.0            1113      YES            
108    266    374    -2215.981153            0.37457        90.693145      0.0            1117      YES            
108    268    376    -2214.973042            0.369168       90.209848      0.0            1121      YES            
110    166    276    -1989.484722            0.481733       68.31269       0.0            1126      YES            
110    168    278    -2002.468205            0.483282       69.414593      0.0            1130      YES            
110    188    298    -2108.060334            0.408211       64.925341      0.0            1134      YES            
110    192    302    -2125.28322             0.389415       63.11673       0.0            1138      YES            
110    196    306    -2141.176134            0.374834       61.956675      0.0            84        YES            
110    198    308    -2148.488564            0.365979       61.048439      0.0            1142      YES            
110    200    310    -2155.399593            0.355324       59.774535      0.0            105       YES            
110    202    312    -2161.954418            0.341247       57.822542      0.0            125       YES            
110    228    338    -2228.879412            0.215942       41.343551      0.0            1146      YES            
110    264    374    -2248.812727            0.382673       92.405351      0.0            1149      YES            
110    266    376    -2248.294154            0.376791       91.80451       0.0            1153      YES            
112    160    272    -1949.369279            0.49792        69.284963      0.0            1158      YES            
112    162    274    -1964.864283            0.492959       69.305695      0.0            1162      YES            
112    164    276    -1979.733326            0.491289       69.851357      0.0            1166      YES            
112    168    280    -2007.705486            0.493902       71.997422      0.0            1170      YES            
112    192    304    -2137.784491            0.400139       65.752275      0.0            1174      YES            
112    194    306    -2146.532082            0.393445       65.295016      0.0            1178      YES            
112    200    312    -2170.115062            0.369425       63.029094      0.0            146       YES            
112    202    314    -2177.178988            0.358333       61.616163      0.0            167       YES            
112    204    316    -2183.889963            0.343518       59.447776      0.0            188       YES            
112    236    348    -2260.769679            0.432648       91.810631      0.0            1181      YES            
112    266    378    -2279.02252             0.380303       93.301555      0.0            1185      YES            
112    282    394    -2272.797717            0.35344        93.406017      0.0            1189      YES            
112    284    396    -2271.114291            0.353816       94.430156      0.0            1193      YES            
112    286    398    -2269.296345            0.351375       94.643338      0.0            1197      YES            
114    154    268    -1899.208175            0.244742       31.061597      0.0            1201      YES            
114    164    278    -1981.712789            0.493671       71.164364      0.0            1206      YES            
114    190    304    -2139.079897            0.424951       70.154473      0.0            209       YES            
114    192    306    -2148.694599            0.41458        69.066836      0.0            1210      YES            
114    200    314    -2182.999003            0.38637        66.874826      0.0            1213      YES            
114    202    316    -2190.533579            0.375928       65.605279      0.0            1217      YES            
114    224    338    -2258.054336            0.46956        95.101172      0.0            1222      YES            
