Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
120    270    390    -2388.986563            0.022383       0.01           271       YES            
120    272    392    -2389.026726            -0.242909      0.01           272       YES            
120    278    398    -2391.742695            0.156535       0.01           323       YES            
120    280    400    -2392.598997            0.167164       0.01           324       YES            
120    282    402    -2393.235026            0.17469        0.01           325       YES            
120    284    404    -2393.712143            0.180648       0.01           273       YES            
120    286    406    -2394.015941            0.185799       0.01           274       YES            
120    288    408    -2394.169719            0.190288       0.01           275       YES            
120    290    410    -2394.182199            0.193895       0.01           276       YES            
120    292    412    -2394.031393            0.196415       0.01           277       YES            
120    294    414    -2393.715667            0.198239       0.01           278       YES            
120    296    416    -2393.195238            0.198725       0.01           279       YES            
