Z      N      A      Binding_Energy_(MeV)    Q20_T          Q30_T          fileID                Convergence    
34     58     92     -761.329431             -4.843358      -0.00048       blockblock1b-010968   YES            
34     60     94     -767.369745             -5.354843      0.000463       blockblock1b-011046   YES            
34     62     96     -772.377838             -5.561019      0.045028       blockblock1b-011167   YES            
34     64     98     -776.905484             -5.675647      0.033082       blockblock1b-011213   YES            
34     66     100    -780.924713             -5.837488      0.058383       blockblock1b-011288   YES            
34     68     102    -784.077304             -6.059229      0.016557       blockblock1b-011363   YES            
34     70     104    -786.220798             -6.120672      0.030567       blockblock1b-011453   YES            
34     72     106    -788.168419             6.922741       -0.000121      blockblock1b-011528   YES            
34     74     108    -789.791117             5.681381       -0.000976      blockblock1b-011589   YES            
34     76     110    -791.341127             4.030844       1.4e-05        blockblock1b-011634   YES            
34     78     112    -792.777465             3.47341        -0.001656      blockblock1b-011768   YES            
34     80     114    -793.153177             2.376999       0.001035       blockblock1b-011843   YES            
34     82     116    -793.099453             0.000812       -2e-06         blockblock1b-011873   YES            
34     84     118    -790.592407             2.326791       0.000176       blockblock1b-011998   YES            
34     86     120    -788.02174              4.113767       0.000189       blockblock1b-012073   YES            
34     88     122    -785.250228             -4.979696      -0.000372      blockblock1b-012094   YES            
34     90     124    -782.045414             -5.482779      -0.000209      blockblock1b-012199   YES            
34     92     126    -778.189526             -5.489755      -0.000327      blockblock1b-012244   YES            
36     26     62     -444.714728             -0.909066      -0.000114      blockblock1b-012370   YES            
36     28     64     -483.744805             -1.242956      0.00055        blockblock1b-012413   YES            
36     30     66     -517.301848             -1.925781      0.00011        blockblock1b-012520   YES            
36     32     68     -548.478702             -2.665291      -5.7e-05       blockblock1b-012595   YES            
36     34     70     -577.92115              -3.130857      0.000246       blockblock1b-012654   YES            
36     36     72     -604.398937             -2.756831      -7.1e-05       blockblock1b-012708   YES            
