Z      N      A      E_oct(MeV)          BE_gs(MeV)          BE_control(MeV)     beta3_gs       beta2_gs       Q20_control (b)
102    188    290    -3.282547           -2055.255984        -2051.973437        0.131123       0.0339         -27.659977     
102    190    292    -4.20345            -2062.439632        -2058.236182        0.1555         0.06936        -29.17951      
102    192    294    -1.027255           -2069.140172        -2068.112917        0.163454       0.085146       53.821487      
102    256    358    -0.710252           -2161.14704         -2160.436788        0.078359       0.014808       0.552782       
102    258    360    -0.779751           -2161.610551        -2160.8308          0.08871        0.007099       0.301143       
102    260    362    -1.507047           -2160.835295        -2159.328248        0.099816       0.019638       0.528607       
102    262    364    -2.526359           -2159.585228        -2157.058869        0.114544       0.032031       -2.930427      
102    264    366    -3.467319           -2158.915354        -2155.448035        0.134792       0.060425       12.961253      
104    134    238    -0.009076           -1716.07166         -1716.062584        0.138498       0.405709       41.95847       
104    136    240    -0.012309           -1735.278676        -1735.266367        0.129055       0.38625        40.156131      
104    164    268    0.006659            -1955.487978        -1955.494637        0.064917       0.250065       30.501459      
104    166    270    -0.000878           -1966.144049        -1966.143171        0.057738       0.235648       29.063088      
104    168    272    -0.0152             -1976.641734        -1976.626534        0.069882       0.226736       27.501581      
104    170    274    -0.001188           -1986.957539        -1986.956351        0.043274       0.203909       25.896239      
104    172    276    0.038651            -1997.851475        -1997.890126        0.289037       0.464752       58.059518      
104    182    286    -0.346843           -2046.276314        -2045.929471        0.071141       -0.018563      -5.628007      
104    184    288    -0.766712           -2055.616408        -2054.849696        0.08656        -0.003075      0.048501       
104    186    290    -1.67993            -2062.845042        -2061.165112        0.106326       0.00262        0.091375       
104    188    292    -1.921568           -2069.763775        -2067.842207        0.126987       0.02092        -28.525827     
104    190    294    -2.8506             -2077.528844        -2074.678244        0.153226       0.070719       -29.898314     
104    252    356    0.008196            -2191.162499        -2191.170695        0.010171       0.388506       86.303458      
104    256    360    -0.593089           -2192.506728        -2191.913639        0.076406       -0.004768      0.459806       
104    258    362    -0.659378           -2193.248713        -2192.589335        0.085843       -0.001322      0.305099       
104    260    364    -1.230192           -2192.691118        -2191.460926        0.098729       0.002775       0.545446       
