Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
48     104    152    -1107.093485        -1107.107495        0.01401             0.222311     0.220737     0.000374     2502      
48     106    154    -1108.456164        -1108.47511         0.018946            0.219775     0.217282     5.5e-05      2577      
48     108    156    -1109.41676         -1109.438192        0.021432            0.220206     0.216319     4.9e-05      2637      
48     110    158    -1109.971336        -1109.978612        0.007276            0.220156     0.214272     0.0002       2757      
48     112    160    -1110.162907        -1110.175831        0.012924            0.213011     0.203869     0.000306     2817      
48     114    162    -1110.195178        -1110.271111        0.075933            0.180586     0.177157     -0.000112    2919      
48     116    164    -1110.293289        -1110.359514        0.066225            0.134975     0.134906     -5.6e-05     2993      
48     118    166    -1110.242272        -1110.338969        0.096697            0.102385     0.101700     0.000282     3024      
48     120    168    -1109.985677        -1110.072023        0.086346            0.069721     0.069672     -4e-05       3144      
48     122    170    -1109.732189        -1109.788897        0.056708            -0.000671    0.000000     -0.0         3219      
48     124    172    -1109.804454        -1109.843267        0.038813            0.000467     0.000000     -0.0         3280      
48     126    174    -1108.859598        -1108.891411        0.031813            0.002854     0.000000     2e-06        3355      
48     128    176    -1106.742239        -1106.771258        0.029019            0.023358     0.000000     1.6e-05      3447      
48     130    178    -1104.241935        -1103.967221        -0.274714           0.058055     0.000000     5e-06        3507      
50     44     94     -730.545423         -730.666108         0.120685            0.0          0.000000     -0.0         3758      
50     46     96     -764.670242         -764.794818         0.124576            -2e-06       0.000000     0.0          3893      
50     48     98     -798.059691         -798.187703         0.128012            0.0          0.000000     0.0          3908      
50     50     100    -829.721956         -829.853181         0.131225            0.0          0.000000     0.0          3983      
50     52     102    -853.220061         -853.344606         0.124545            0.000279     0.000000     1e-06        4074      
50     54     104    -875.263362         -875.381538         0.118176            0.0          0.000000     0.0          4133      
50     56     106    -896.097875         -896.210348         0.112473            0.00022      0.000000     1e-06        4239      
50     58     108    -915.727103         -915.83911          0.112007            -0.000209    0.000000     6e-06        4327      
50     60     110    -934.672107         -934.785166         0.113059            0.101007     0.101196     -0.000222    4417      
50     62     112    -952.972687         -953.085434         0.112747            0.093989     0.093862     -0.000149    4493      
50     64     114    -970.856697         -970.970799         0.114102            -4e-06       0.000000     1e-06        4523      
50     66     116    -987.931626         -988.017985         0.086359            -1.2e-05     0.000000     -4e-06       4581      
50     68     118    -1003.973466        -1004.05996         0.086494            0.000502     0.000000     1.4e-05      4706      
50     70     120    -1019.387688        -1019.454344        0.066656            -0.068955    0.000000     1.2e-05      4730      
50     72     122    -1034.377972        -1034.41735         0.039378            -0.006601    -0.036790    9e-06        4865      
50     74     124    -1048.970155        -1049.049442        0.079287            -0.004423    0.000000     6e-06        4940      
50     76     126    -1063.249689        -1063.318111        0.068422            -0.002695    0.000000     -0.0         4954      
50     78     128    -1077.2476          -1077.302619        0.055019            7.4e-05      0.000000     2e-06        5091      
50     80     130    -1090.999593        -1091.081837        0.082244            -0.000232    0.000000     -0.0         5103      
50     82     132    -1103.28713         -1103.373906        0.086776            -2.4e-05     0.000000     -0.0         5181      
50     84     134    -1109.367869        -1109.439062        0.071193            -0.000128    0.000000     -0.0         5256      
50     86     136    -1114.846582        -1114.902535        0.055953            -0.0002      0.000000     -0.0         5331      
50     88     138    -1120.182796        -1120.245845        0.063049            0.000243     0.000000     0.0          5410      
50     90     140    -1125.054988        -1125.111323        0.056335            0.002543     0.000000     0.0002       5531      
50     92     142    -1129.242409        -1129.283077        0.040668            0.002088     0.000000     0.000196     5591      
50     94     144    -1132.668325        -1132.701435        0.03311             0.001176     0.000000     8.4e-05      5651      
50     96     146    -1135.50156         -1135.526135        0.024575            0.000845     0.000000     0.0          5710      
50     98     148    -1137.965249        -1137.96502         -0.000229           0.001557     0.000000     -4e-06       5815      
50     100    150    -1141.16595         -1141.195565        0.029615            0.269229     0.267728     0.000154     5865      
50     102    152    -1144.031547        -1144.063596        0.032049            0.267201     0.265600     -0.000827    5938      
50     104    154    -1146.404671        -1146.433422        0.028751            0.253381     0.252471     4e-06        6012      
50     106    156    -1148.513237        -1148.544295        0.031058            0.239907     0.238436     -5e-06       6087      
50     108    158    -1150.325509        -1150.360262        0.034753            0.232185     0.230142     -0.000118    6162      
50     110    160    -1151.773424        -1151.814178        0.040754            0.228476     0.225496     0.000562     6252      
50     112    162    -1152.844822        -1152.872113        0.027291            0.223304     0.218891     -3.3e-05     6312      
50     114    164    -1153.548965        -1153.592574        0.043609            0.206936     0.199251     -1.2e-05     6387      
50     116    166    -1154.593035        -1154.666831        0.073796            -0.077554    -0.077612    -0.00085     6503      
50     118    168    -1155.778178        -1155.853564        0.075386            0.00012      -0.020119    -0.0         6548      
50     120    170    -1157.229058        -1157.297713        0.068655            -0.000736    0.000000     1e-06        6669      
50     122    172    -1158.634299        -1158.705774        0.071475            -0.0         0.000000     -0.0         6683      
50     124    174    -1159.86483         -1159.903247        0.038417            0.000341     0.000000     -1e-06       6820      
50     126    176    -1159.846386        -1159.878896        0.03251             0.002256     0.000000     1.2e-05      6851      
50     128    178    -1157.946169        -1157.986936        0.040767            0.01222      0.000000     -9e-06       6971      
50     130    180    -1155.473336        -1155.347297        -0.126039           0.047246     0.000000     8.2e-05      7017      
50     132    182    -1153.172409        -1152.979525        -0.192884           0.064408     0.030381     5.3e-05      7122      
52     50     102    -825.221437         -825.281913         0.060476            0.000653     0.000000     6e-06        7244      
52     52     104    -850.478483         -850.568669         0.090186            -0.000694    0.000001     2e-06        7287      
52     54     106    -874.917866         -875.052305         0.134439            0.135941     0.135798     0.000258     7365      
52     56     108    -898.217251         -898.34867          0.131419            0.161666     0.161336     -0.000376    7440      
52     58     110    -920.0608           -920.194502         0.133702            0.173555     0.172282     0.013466     7530      
52     60     112    -941.091916         -941.213696         0.12178             0.256122     0.254072     -0.000278    7590      
52     62     114    -961.54685          -961.656346         0.109496            0.292199     0.291724     0.000249     7689      
52     64     116    -980.998164         -981.098474         0.10031             0.299634     0.299154     0.000103     7779      
52     66     118    -999.50069          -999.601711         0.101021            0.285611     0.284854     -4.6e-05     7815      
52     68     120    -1017.21618         -1017.316787        0.100607            0.265009     0.264692     0.00016      7944      
52     70     122    -1033.998893        -1034.105325        0.106432            0.234954     0.234695     -0.000204    8019      
52     72     124    -1049.849233        -1049.953517        0.104284            0.17067      0.168255     0.02314      8085      
52     74     126    -1065.431769        -1065.53887         0.107101            0.128896     0.128915     0.000453     8113      
52     76     128    -1080.663908        -1080.78308         0.119172            0.098879     0.099114     5.6e-05      8187      
52     78     130    -1095.511581        -1095.630527        0.118946            0.058546     0.058462     5.2e-05      8274      
52     80     132    -1110.504083        -1110.600669        0.096586            -1.9e-05     0.000000     1e-06        8361      
52     82     134    -1124.313976        -1124.415546        0.10157             -2.3e-05     0.000000     0.0          8406      
52     84     136    -1131.511403        -1131.600941        0.089538            -0.00014     0.000000     3e-06        8496      
52     86     138    -1138.208563        -1138.296475        0.087912            0.038064     0.039215     -0.0         8561      
52     88     140    -1144.521387        -1144.589754        0.068367            0.03125      0.032579     9e-06        8636      
52     90     142    -1150.324005        -1150.373035        0.04903             0.00691      0.000000     0.000708     8756      
52     92     144    -1155.396954        -1155.452158        0.055204            -0.001688    -0.055209    -1.1e-05     8826      
52     94     146    -1160.980277        -1161.026783        0.046506            0.214191     0.214376     -8e-05       8864      
52     96     148    -1166.128863        -1166.162463        0.0336              0.236902     0.236588     -3.9e-05     8939      
52     98     150    -1170.982031        -1171.012527        0.030496            0.255356     0.254877     -0.001366    9014      
52     100    152    -1175.597196        -1175.627612        0.030416            0.270767     0.269813     0.001089     9105      
52     102    154    -1179.620437        -1179.650965        0.030528            0.275868     0.274517     -0.001024    9165      
52     104    156    -1182.885867        -1182.918527        0.03266             0.269284     0.266623     -0.000908    9240      
52     106    158    -1185.775675        -1185.820427        0.044752            0.249003     0.248268     -3e-06       9312      
52     108    160    -1188.494368        -1188.543533        0.049165            0.235145     0.234144     2.2e-05      9387      
52     110    162    -1190.930544        -1190.993181        0.062637            0.227367     0.225954     9.2e-05      9462      
52     112    164    -1192.927727        -1192.991851        0.064124            0.219832     0.217412     0.00037      9552      
52     114    166    -1194.457082        -1194.537609        0.080527            0.198576     0.194687     0.00051      9627      
52     116    168    -1196.070675        -1196.15184         0.081165            -0.120391    -0.120377    -0.000549    9743      
52     118    170    -1197.928855        -1198.009554        0.080699            -0.101072    -0.101073    -0.000287    9803      
52     120    172    -1199.496349        -1199.576455        0.080106            -0.067473    -0.067530    -5e-06       9893      
52     122    174    -1201.443931        -1201.514101        0.07017             0.010921     0.000001     -0.0         9907      
52     124    176    -1203.870168        -1203.915398        0.04523             0.000307     0.000000     -0.0         9986      
52     126    178    -1204.913137        -1204.955123        0.041986            0.001504     0.000000     1.1e-05      10076     
52     128    180    -1203.324517        -1203.347544        0.023027            0.014822     0.000000     4.4e-05      10151     
52     130    182    -1201.508226        -1201.335682        -0.172544           0.061829     0.046251     -6e-05       10227     
52     132    184    -1199.720229        -1199.56552         -0.154709           0.078541     0.066830     0.000183     10347     
54     52     106    -846.303197         -846.409691         0.106494            0.140861     0.141985     -0.000479    10439     
54     54     108    -873.368219         -873.440329         0.07211             0.184837     0.183041     0.067929     10560     
54     56     110    -899.026422         -898.991317         -0.035105           0.207685     0.204499     0.104111     10605     
54     58     112    -922.745087         -922.861474         0.116387            0.232984     0.230966     0.042586     10695     
54     60     114    -945.789754         -945.901305         0.111551            0.273122     0.271781     -0.000393    10740     
54     62     116    -967.943668         -968.049291         0.105623            0.306962     0.304735     -0.000134    10815     
54     64     118    -989.065997         -989.162097         0.0961              0.310749     0.308873     0.000163     10890     
54     66     120    -1009.223138        -1009.323806        0.100668            0.290789     0.289997     0.000168     10965     
54     68     122    -1028.563601        -1028.669639        0.106038            0.271222     0.270916     0.000139     11040     
54     70     124    -1046.926955        -1047.036998        0.110043            0.246665     0.247137     8.8e-05      11114     
54     72     126    -1064.187448        -1064.30356         0.116112            0.219289     0.218359     0.02007      11235     
54     74     128    -1080.54014         -1080.649446        0.109306            0.184627     0.180305     0.028629     11325     
54     76     130    -1096.638971        -1096.754768        0.115797            0.146219     0.145666     5.1e-05      11340     
54     78     132    -1112.361796        -1112.480386        0.11859             0.110984     0.110469     9.5e-05      11413     
54     80     134    -1127.81839         -1127.931305        0.112915            0.045048     0.044778     -4e-06       11486     
54     82     136    -1143.015448        -1143.131644        0.116196            -8e-05       0.000000     2e-06        11601     
54     84     138    -1151.708735        -1151.803792        0.095057            0.057106     0.057603     -1e-06       11636     
54     86     140    -1160.225692        -1160.311416        0.085724            0.107716     0.107805     0.000267     11756     
54     88     142    -1168.039259        -1167.99641         -0.042849           0.159135     0.148322     0.101112     11830     
54     90     144    -1175.339872        -1175.388349        0.048477            0.1839       0.182680     0.060725     11921     
54     92     146    -1182.579736        -1182.638242        0.058506            0.211409     0.211810     1e-06        11939     
54     94     148    -1189.477633        -1189.528225        0.050592            0.231798     0.231939     -0.000117    12014     
54     96     150    -1195.894144        -1195.936147        0.042003            0.245569     0.245347     3.6e-05      12089     
54     98     152    -1201.956807        -1201.999334        0.042527            0.257903     0.257286     -8.5e-05     12165     
54     100    154    -1207.67999         -1207.722078        0.042088            0.268705     0.267891     0.00037      12240     
54     102    156    -1212.772172        -1212.816351        0.044179            0.273541     0.272334     -0.000538    12315     
54     104    158    -1217.056063        -1217.100905        0.044842            0.267593     0.266316     6.9e-05      12389     
54     106    160    -1220.892212        -1220.947796        0.055584            0.251273     0.249227     3.8e-05      12464     
54     108    162    -1224.568774        -1224.641053        0.072279            0.233501     0.233015     5.1e-05      12537     
54     110    164    -1227.983204        -1228.058341        0.075137            0.221331     0.220708     2.9e-05      12612     
54     112    166    -1230.926462        -1231.014123        0.087661            0.208983     0.208039     5e-06        12687     
54     114    168    -1233.374395        -1233.474188        0.099793            0.189695     0.188597     -5.7e-05     12762     
54     116    170    -1235.643332        -1235.729207        0.085875            0.161701     0.161618     2.7e-05      12878     
54     118    172    -1237.852198        -1237.959309        0.107111            0.132878     0.132495     8.1e-05      12939     
54     120    174    -1240.177639        -1240.286483        0.108844            0.10105      0.100804     0.0          12984     
54     122    176    -1242.752501        -1242.839801        0.0873              0.059584     0.059627     2e-06        13061     
54     124    178    -1245.913721        -1245.964981        0.05126             0.000507     0.000000     1e-06        13136     
54     126    180    -1248.029454        -1248.085895        0.056441            -0.000698    0.000000     3e-06        13221     
54     128    182    -1246.8392          -1246.880615        0.041415            0.019665     0.000000     1.3e-05      13287     
54     130    184    -1245.653718        -1245.569022        -0.084696           0.070538     0.063340     -1.1e-05     13362     
54     132    186    -1244.37444         -1244.284542        -0.089898           0.089072     0.082127     0.000173     13482     
56     54     110    -869.65341          -869.579532         -0.073878           0.210304     0.206862     0.114334     135       
56     56     112    -897.564051         -897.317228         -0.246823           0.234721     0.229375     0.142289     180       
56     58     114    -923.218899         -923.230596         0.011697            0.27939      0.272578     0.146418     266       
56     60     116    -948.66016          -948.748388         0.088228            0.330835     0.329757     -0.001002    315       
56     62     118    -972.673915         -972.749762         0.075847            0.360704     0.359504     0.000112     390       
56     64     120    -995.253337         -995.327559         0.074222            0.353192     0.351467     -0.000103    465       
56     66     122    -1016.684274        -1016.778537        0.094263            0.31413      0.313131     -0.000236    540       
56     68     124    -1037.492307        -1037.594509        0.102202            0.288921     0.288584     -0.000247    615       
56     70     126    -1057.269036        -1057.373567        0.104531            0.265384     0.265484     0.000275     690       
56     72     128    -1075.859542        -1075.969376        0.109834            0.238533     0.238589     0.000173     765       
56     74     130    -1093.220027        -1093.329341        0.109314            0.20437      0.204159     0.00024      840       
56     76     132    -1110.292629        -1110.410656        0.118027            0.16498      0.164944     -9e-06       968       
56     78     134    -1127.157084        -1127.274547        0.117463            0.128449     0.128390     -0.000357    1043      
56     80     136    -1143.700822        -1143.811708        0.110886            0.073477     0.073822     -7e-06       1061      
56     82     138    -1160.102529        -1160.223563        0.121034            -0.000114    0.000000     5e-06        1176      
56     84     140    -1170.145386        -1170.245217        0.099831            0.07409      0.074583     0.000271     1271      
56     86     142    -1180.151054        -1180.023936        -0.127118           0.135836     0.124576     0.087163     1331      
56     88     144    -1189.674428        -1189.193395        -0.481033           0.176107     0.166465     0.139712     1421      
56     90     146    -1198.513433        -1198.101653        -0.41178            0.208447     0.204263     0.161036     1482      
56     92     148    -1206.953974        -1207.025111        0.071137            0.242819     0.243085     8.4e-05      1514      
56     94     150    -1215.353566        -1215.414979        0.061413            0.264087     0.264020     -9.1e-05     1590      
56     96     152    -1223.063467        -1223.118788        0.055321            0.273452     0.273150     0.000168     1665      
56     98     154    -1230.34358         -1230.389541        0.045961            0.277924     0.277445     0.000167     1740      
56     100    156    -1237.203695        -1237.254217        0.050522            0.280947     0.280204     -5.1e-05     1815      
56     102    158    -1243.346937        -1243.397217        0.05028             0.280893     0.279873     0.000593     1890      
56     104    160    -1248.614516        -1248.672526        0.05801             0.273289     0.272221     -0.000119    1964      
56     106    162    -1253.381557        -1253.45349         0.071933            0.257601     0.256303     -0.000175    2039      
56     108    164    -1257.970207        -1258.045086        0.074879            0.239284     0.238918     2.3e-05      2112      
56     110    166    -1262.329638        -1262.417642        0.088004            0.224288     0.223897     -0.000159    2187      
56     112    168    -1266.242059        -1266.337722        0.095663            0.20972      0.209256     3.4e-05      2262      
56     114    170    -1269.611505        -1269.712488        0.100983            0.191898     0.191420     2.5e-05      2337      
56     116    172    -1272.677179        -1272.782972        0.105793            0.169418     0.168967     -2e-05       2439      
56     118    174    -1275.685524        -1275.790447        0.104923            0.142874     0.142547     -2.5e-05     2499      
56     120    176    -1278.750239        -1278.855326        0.105087            0.111473     0.111531     6e-06        2576      
56     122    178    -1282.077956        -1282.148235        0.070279            0.061386     0.062262     -1e-06       2636      
56     124    180    -1286.493955        -1286.562996        0.069041            6.1e-05      0.000000     0.0          2710      
56     126    182    -1289.652344        -1289.718773        0.066429            -0.000526    0.000000     -0.0         2781      
56     128    184    -1288.921535        -1288.98508         0.063545            0.006695     0.000000     0.0          2861      
56     130    186    -1287.88619         -1287.845823        -0.040367           0.060729     0.052171     0.000126     2952      
56     132    188    -1287.039638        -1286.995265        -0.044373           0.084927     0.078992     1.9e-05      3012      
56     134    190    -1285.934772        -1285.877457        -0.057315           0.093905     0.086545     0.00014      3117      
56     136    192    -1284.560559        -1284.514343        -0.046216           0.090329     0.081975     -3e-06       3161      
56     138    194    -1283.062139        -1283.052637        -0.009502           -0.071875    -0.066420    -3e-06       3261      
58     54     112    -863.455016         -863.487647         0.032631            0.234352     0.232412     0.099171     3345      
58     56     114    -893.341268         -893.209766         -0.131502           0.268251     0.266399     0.127533     3405      
58     58     116    -922.123614         -922.21725          0.093636            0.333696     0.333260     -0.000744    3465      
58     60     118    -950.027227         -950.113615         0.086388            0.364073     0.363658     -4.7e-05     3540      
58     62     120    -975.691724         -975.766862         0.075138            0.380798     0.380331     -0.00012     3615      
58     64     122    -999.706787         -999.78442          0.077633            0.378221     0.377572     0.001006     3690      
58     66     124    -1022.166343        -1022.250023        0.08368             0.352488     0.351507     4.9e-05      3765      
58     68     126    -1043.940038        -1044.026546        0.086508            0.321819     0.321095     -4e-05       3840      
58     70     128    -1064.720762        -1064.82333         0.102568            0.291878     0.291260     0.000982     3930      
58     72     130    -1084.409373        -1084.5301          0.120727            0.253795     0.253834     6.2e-05      4043      
58     74     132    -1103.102641        -1103.225486        0.122845            0.214258     0.214062     -5.2e-05     4119      
58     76     134    -1121.5011          -1121.613746        0.112646            0.171492     0.171664     2.4e-05      4177      
58     78     136    -1139.690346        -1139.813242        0.122896            0.133335     0.133593     3e-06        4212      
58     80     138    -1157.469253        -1157.5763          0.107047            0.070834     0.072056     -0.0         4286      
58     82     140    -1175.457141        -1175.581292        0.124151            -0.000122    0.000000     -1e-06       4356      
58     84     142    -1186.433598        -1186.5381          0.104502            0.062212     0.062819     -2e-06       4437      
58     86     144    -1197.822865        -1197.414782        -0.408083           0.133607     0.119998     0.107339     4571      
58     88     146    -1208.574678        -1207.747751        -0.826927           0.17812      0.168876     0.160906     4632      
58     90     148    -1218.707124        -1218.32966         -0.377464           0.213714     0.240890     0.166903     4692      
58     92     150    -1229.378365        -1229.452908        0.074543            0.281816     0.281592     -0.000106    4740      
58     94     152    -1239.358209        -1239.422466        0.064257            0.29984      0.299715     2e-05        4815      
58     96     154    -1248.307135        -1248.363276        0.056141            0.308291     0.308159     0.000197     4890      
58     98     156    -1256.566198        -1256.615189        0.048991            0.309836     0.309627     -7.9e-05     4964      
58     100    158    -1264.372292        -1264.423273        0.050981            0.308649     0.308280     0.00016      5039      
58     102    160    -1271.492022        -1271.54095         0.048928            0.30647      0.305759     0.000662     5130      
58     104    162    -1277.621834        -1277.666325        0.044491            0.299015     0.297722     0.000113     5205      
58     106    164    -1283.105486        -1283.166569        0.061083            0.278305     0.276727     -0.000202    5264      
58     108    166    -1288.523566        -1288.607418        0.083852            0.252059     0.250685     2.1e-05      5339      
58     110    168    -1293.876871        -1293.968522        0.091651            0.230457     0.230014     8.6e-05      5412      
58     112    170    -1298.865838        -1298.966533        0.100695            0.212673     0.212342     -9.3e-05     5487      
58     114    172    -1303.324321        -1303.42424         0.099919            0.194538     0.194277     0.000295     5577      
58     116    174    -1307.368897        -1307.467357        0.09846             0.174073     0.173790     -8e-06       5634      
58     118    176    -1311.138145        -1311.237656        0.099511            0.14943      0.149207     6.8e-05      5724      
58     120    178    -1315.186569        -1315.283966        0.097397            -0.110011    -0.109941    -0.001643    5828      
58     122    180    -1319.497622        -1319.592705        0.095083            -0.054528    -0.055634    -2e-06       5856      
58     124    182    -1325.049428        -1325.114027        0.064599            0.000734     0.000000     0.0          5936      
58     126    184    -1329.171135        -1329.246073        0.074938            -0.00044     0.000000     -1e-06       6051      
58     128    186    -1328.997164        -1329.064468        0.067304            -0.002456    0.000000     0.0          6081      
58     130    188    -1328.204214        -1328.211675        0.007461            0.039754     0.000000     0.000105     6177      
58     132    190    -1327.697197        -1327.693496        -0.003701           0.06943      0.062468     -3e-06       6237      
58     134    192    -1327.013215        -1326.998991        -0.014224           0.080066     0.072534     0.000197     6342      
58     136    194    -1326.112483        -1326.10463         -0.007853           0.080278     0.068719     2.7e-05      6447      
58     138    196    -1325.222571        -1325.230486        0.007915            -0.065987    -0.058680    9e-06        6486      
58     140    198    -1324.176944        -1324.218989        0.042045            -0.012385    0.000002     1e-06        6577      
58     142    200    -1323.257006        -1323.312273        0.055267            -0.00241     0.000000     -5e-06       6622      
58     144    202    -1321.969792        -1322.044883        0.075091            0.0          0.000000     5e-06        6713      
58     146    204    -1320.161585        -1320.235712        0.074127            -3e-06       0.000000     -0.0         6818      
58     148    206    -1317.946675        -1318.02003         0.073355            5e-06        0.000000     -4e-06       6878      
58     150    208    -1316.014494        -1316.084254        0.06976             0.211221     0.187884     -5e-06       6926      
60     58     118    -919.135826         -919.219119         0.083293            0.361461     0.361140     -8.8e-05     7065      
60     60     120    -949.032891         -949.125772         0.092881            0.381402     0.381203     -0.000544    7140      
60     62     122    -976.356958         -976.438225         0.081267            0.391374     0.390230     0.035494     7245      
60     64     124    -1001.791056        -1001.86926         0.078204            0.386374     0.386091     -0.000681    7290      
60     66     126    -1025.58035         -1025.653038        0.072688            0.370221     0.369530     0.000807     7365      
60     68     128    -1048.505761        -1048.585298        0.079537            0.350276     0.349229     0.000245     7440      
60     70     130    -1070.384461        -1070.474018        0.089557            0.329949     0.328096     0.000982     7530      
60     72     132    -1090.865617        -1090.990806        0.125189            0.281896     0.279277     0.000802     7605      
60     74     134    -1110.75927         -1110.885998        0.126728            0.224948     0.224794     -7.1e-05     7719      
60     76     136    -1130.363868        -1130.486229        0.122361            0.178643     0.178799     -0.000351    7738      
60     78     138    -1149.836499        -1149.949009        0.11251             0.133302     0.133498     -8.1e-05     7867      
60     80     140    -1169.243672        -1169.329918        0.086246            0.028519     0.032161     2e-06        7887      
60     82     142    -1188.824595        -1188.949373        0.124778            -0.000132    0.000000     -0.0         7956      
60     84     144    -1200.79627         -1200.896653        0.100383            0.028175     0.029544     0.0          8037      
60     86     146    -1213.320354        -1212.668385        -0.651969           0.118612     0.100978     0.116257     8171      
60     88     148    -1225.059587        -1223.996807        -1.06278            0.161829     0.179549     0.162573     8247      
60     90     150    -1236.711256        -1236.788163        0.076907            0.270295     0.269403     -0.000997    8265      
60     92     152    -1249.476283        -1249.550988        0.074705            0.303212     0.302734     -0.000201    8340      
60     94     154    -1260.971435        -1261.041059        0.069624            0.319554     0.319277     6.9e-05      8415      
60     96     156    -1271.289668        -1271.353821        0.064153            0.328175     0.327967     0.000113     8490      
60     98     158    -1280.630217        -1280.687444        0.057227            0.329858     0.329617     4.6e-05      8565      
60     100    160    -1289.448066        -1289.501023        0.052957            0.328087     0.327891     1e-06        8639      
60     102    162    -1297.617985        -1297.670358        0.052373            0.326851     0.326496     -5.4e-05     8715      
60     104    164    -1304.760069        -1304.805812        0.045743            0.324182     0.323481     -2.9e-05     8790      
60     106    166    -1311.055798        -1311.093613        0.037815            0.311802     0.309799     0.000208     8865      
60     108    168    -1317.015638        -1317.08562         0.069982            0.273962     0.272166     0.000558     8939      
60     110    170    -1323.064552        -1323.148248        0.083696            0.244501     0.244063     9.7e-05      9012      
60     112    172    -1328.910662        -1328.992284        0.081622            0.222866     0.222568     0.000112     9087      
60     114    174    -1334.305357        -1334.39856         0.093203            0.202965     0.202753     0.000443     9177      
60     116    176    -1339.238235        -1339.33053         0.092295            0.181584     0.181433     0.000287     9252      
60     118    178    -1344.376651        -1344.470285        0.093634            -0.147728    -0.148012    -5.1e-05     9369      
60     120    180    -1349.503449        -1349.606059        0.10261             -0.115806    -0.115720    1e-06        9382      
60     122    182    -1354.519932        -1354.614853        0.094921            -0.067476    -0.068682    2.2e-05      9501      
60     124    184    -1360.562834        -1360.629223        0.066389            -0.000555    0.000000     3e-06        9546      
60     126    186    -1365.554569        -1365.648395        0.093826            -0.000437    0.000000     2e-06        9621      
60     128    188    -1366.056914        -1366.141719        0.084805            -0.000176    0.000000     1.5e-05      9697      
60     130    190    -1365.962558        -1365.962268        -0.00029            0.03159      0.000001     0.000114     9777      
60     132    192    -1366.146041        -1366.155012        0.008971            0.06029      0.053940     0.00013      9867      
60     134    194    -1366.044398        -1366.047345        0.002947            0.069344     0.062459     -1e-05       9912      
60     136    196    -1365.784092        -1365.741119        -0.042973           0.079293     -0.063136    0.059973     10032     
60     138    198    -1365.383014        -1365.409039        0.026025            -0.080551    -0.070787    -2.8e-05     10071     
60     140    200    -1364.99818         -1365.044911        0.046731            -0.119098    -0.117828    3e-06        10131     
60     142    202    -1364.276479        -1364.323491        0.047012            -0.127032    -0.125393    -9e-06       10221     
60     144    204    -1363.349423        -1363.408387        0.058964            -0.132761    -0.130491    4e-06        10281     
60     146    206    -1362.743482        -1362.686962        -0.05652            0.268547     0.259656     0.000354     10362     
60     148    208    -1361.753559        -1361.678698        -0.074861           0.275525     0.260938     -2.3e-05     10437     
60     150    210    -1360.542343        -1360.454832        -0.087511           0.278463     0.258956     9.9e-05      10572     
60     152    212    -1359.164551        -1359.038156        -0.126395           0.279281     0.256988     -0.000158    10647     
62     62     124    -973.898241         -973.97526          0.077019            0.396116     0.396127     -0.000469    10740     
62     64     126    -1000.903791        -1000.979225        0.075434            0.390104     0.389945     -0.000895    10815     
62     66     128    -1026.261634        -1026.335109        0.073475            0.374949     0.374433     -0.001346    10890     
62     68     130    -1050.747           -1050.828216        0.081216            0.358948     0.358051     0.001335     10980     
62     70     132    -1074.154431        -1074.242859        0.088428            0.351696     0.350052     0.000447     11055     
62     72     134    -1095.926799        -1095.977374        0.050575            0.345154     0.334622     -0.000951    11115     
62     74     136    -1116.654393        -1116.772785        0.118392            -0.247883    -0.247403    0.00013      11192     
62     76     138    -1137.801538        -1137.924732        0.123194            -0.229268    -0.228996    -0.000321    11287     
62     78     140    -1158.066249        -1158.192881        0.126632            -0.150701    -0.150810    4.6e-05      11378     
62     80     142    -1179.068589        -1179.165087        0.096498            0.003327     0.000000     3e-06        11412     
62     82     144    -1199.953794        -1200.07588         0.122086            -0.000156    0.000000     0.0          11481     
62     84     146    -1213.143332        -1213.228937        0.085605            0.003562     -0.000003    -1e-06       11561     
62     86     148    -1226.862052        -1225.950222        -0.91183            0.109554     0.075574     0.13788      11697     
62     88     150    -1239.654002        -1238.485435        -1.168567           0.132033     0.207582     0.163485     11757     
62     90     152    -1252.688363        -1252.771938        0.083575            0.297278     0.275600     0.10895      11847     
62     92     154    -1266.625723        -1266.709711        0.083988            0.308201     0.307579     9.7e-05      11865     
62     94     156    -1279.418818        -1279.496179        0.077361            0.323904     0.323535     -0.000698    11940     
62     96     158    -1291.083841        -1291.153144        0.069303            0.33262      0.332473     0.001115     12029     
62     98     160    -1301.721728        -1301.783926        0.062198            0.334747     0.334475     0.000432     12090     
62     100    162    -1311.811614        -1311.874249        0.062635            0.333206     0.332971     0.000413     12164     
62     102    164    -1321.238178        -1321.292518        0.05434             0.331388     0.331110     -6.1e-05     12239     
62     104    166    -1329.581288        -1329.62925         0.047962            0.32804      0.327468     0.00062      12315     
62     106    168    -1337.016362        -1337.068042        0.05168             0.320476     0.319294     0.000741     12390     
62     108    170    -1343.825267        -1343.884993        0.059726            0.299438     0.297426     0.000131     12465     
62     110    172    -1350.429789        -1350.497519        0.06773             0.266794     0.265986     2.7e-05      12538     
62     112    174    -1356.913145        -1356.980324        0.067179            0.240985     0.240791     0.000538     12657     
62     114    176    -1363.234461        -1363.326893        0.092432            -0.213437    -0.213243    6.8e-05      12742     
62     116    178    -1369.495189        -1369.585545        0.090356            -0.191215    -0.191074    -5e-06       12757     
