Z      N      A      Energy_new(MeV)     Energy_old(MeV)     Energy_diff(MeV)    beta2_new    beta2_old    beta3_new    fileID    
32     44     76     -660.520078         -660.529335         0.009257            0.164374     0.164658     4.2e-05      7965      
32     46     78     -675.898067         -675.946751         0.048684            0.16539      0.165672     0.000445     8040      
32     48     80     -689.102015         -689.156122         0.054107            0.143056     0.143600     -3.8e-05     8112      
32     50     82     -700.54133          -700.595188         0.053858            0.095598     0.098175     0.000207     8189      
32     52     84     -709.626639         -709.693763         0.067124            0.111587     0.112221     -0.00038     8265      
32     54     86     -716.88599          -716.957079         0.071089            0.112319     0.111270     -0.000538    8397      
32     56     88     -723.006107         -723.069286         0.063179            0.001115     0.000002     0.0          8409      
32     58     90     -728.121245         -728.180584         0.059339            3e-06        0.000000     -1e-06       8528      
32     60     92     -731.655977         -731.721439         0.065462            0.126881     0.127239     0.000683     8603      
32     62     94     -734.984635         -735.050722         0.066087            0.170533     0.170484     0.001165     8679      
32     64     96     -738.243498         -738.30986          0.066362            0.214982     0.213502     2.3e-05      8770      
32     66     98     -741.159276         -741.218085         0.058809            0.234138     0.233853     0.000199     8844      
32     68     100    -743.438888         -743.50639          0.067502            0.242433     0.240665     0.000219     8860      
32     70     102    -745.10855          -745.172253         0.063703            0.239706     0.238255     0.021522     8994      
32     72     104    -746.339516         -746.393373         0.053857            0.228471     0.229299     0.000426     9052      
32     74     106    -747.282297         -747.344378         0.062081            0.219498     0.219424     0.000742     9143      
32     76     108    -747.908937         -747.96996          0.061023            0.214968     0.214891     0.000474     9218      
32     78     110    -747.974321         -748.027264         0.052943            0.214904     0.213991     0.00034      9294      
32     80     112    -747.389697         -747.4205           0.030803            0.215131     0.211246     -0.000154    9340      
32     82     114    -746.272024         -746.280629         0.008605            0.207019     0.202682     -2.9e-05     9430      
32     84     116    -744.832342         -744.798642         -0.0337             0.193796     0.187899     -0.000166    9461      
